No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,communicate,90,0.00,2,61,8.34
2,here,754,0.03,2,221,5.27
3,several,910,0.03,2,311,5.00
4,such,1101,0.04,2,310,4.73
5,these,2896,0.10,4,384,4.33
6,those,1517,0.05,2,314,4.27
7,two,1904,0.07,2,412,3.94
8,which,9056,0.31,6,515,3.27
9,they,3533,0.12,2,405,3.05
10,i,7361,0.25,4,517,2.99
11,are,4092,0.14,2,421,2.83
12,as,8611,0.30,4,511,2.76
13,that,11243,0.39,4,523,2.38
14,as,8611,0.30,2,511,1.76
15,of,42246,1.45,9,562,1.64
16,the,71861,2.46,13,562,1.40
17,and,24607,0.84,4,547,1.25
18,in,19881,0.68,2,566,0.55
19,the,71861,2.46,2,562,-1.30
