No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,relating,142,0.02,11,51,8.12
2,known,1425,0.20,14,224,5.14
3,these,11803,1.65,94,267,4.84
4,certain,2183,0.30,15,236,4.62
5,following,2746,0.38,16,251,4.38
6,observed,2894,0.40,11,221,3.77
7,above,4900,0.68,11,248,3.01
8,all,7609,1.06,17,268,3.00
9,have,15277,2.13,29,268,2.77
10,may,10624,1.48,20,268,2.75
11,some,6367,0.89,11,261,2.63
12,other,8234,1.15,13,265,2.50
13,which,32699,4.56,49,268,2.43
14,are,27740,3.87,34,267,2.14
15,from,27048,3.77,32,268,2.08
16,we,16201,2.26,19,253,2.07
17,two,10318,1.44,12,268,2.06
18,that,43039,6.00,39,268,1.70
19,it,33137,4.62,26,268,1.49
20,with,32346,4.51,25,269,1.47
21,the,443962,61.94,343,269,1.47
22,i,16287,2.27,12,266,1.40
23,as,38265,5.34,27,268,1.34
24,to,89842,12.53,56,269,1.16
25,be,36430,5.08,20,268,0.98
26,from,27048,3.77,13,268,0.78
27,with,32346,4.51,15,269,0.73
28,are,27740,3.87,12,267,0.63
29,of,251482,35.09,103,270,0.55
30,in,109561,15.29,43,269,0.49
31,by,38768,5.41,15,269,0.47
32,by,38768,5.41,15,269,0.47
33,on,34279,4.78,12,270,0.33
34,that,43039,6.00,13,268,0.11
35,and,106370,14.84,32,270,0.11
36,to,89842,12.53,22,269,-0.19
37,of,251482,35.09,57,270,-0.30
38,is,69361,9.68,15,269,-0.37
39,the,443962,61.94,84,269,-0.56
40,and,106370,14.84,13,270,-1.19
