No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,recorded,565,0.06,10,115,6.34
2,these,9018,0.98,68,243,5.11
3,observed,2169,0.24,12,198,4.67
4,described,1877,0.20,9,191,4.46
5,following,2145,0.23,10,230,4.42
6,all,6419,0.70,14,242,3.32
7,have,12068,1.32,15,242,2.51
8,are,23269,2.54,25,243,2.30
9,been,8556,0.93,9,241,2.27
10,which,24082,2.63,21,244,2.00
11,from,21025,2.29,16,245,1.80
12,we,14415,1.57,10,237,1.67
13,that,33518,3.65,22,243,1.59
14,with,24461,2.67,16,245,1.58
15,the,336955,36.74,218,245,1.57
16,as,27742,3.02,14,245,1.21
17,it,24303,2.65,12,243,1.18
18,on,25788,2.81,12,247,1.09
19,of,186712,20.36,77,247,0.92
20,with,24461,2.67,10,245,0.91
21,to,69282,7.55,28,246,0.89
22,in,90338,9.85,34,247,0.79
23,be,27068,2.95,9,246,0.61
24,and,85678,9.34,24,247,0.36
25,is,52746,5.75,12,245,0.06
26,to,69282,7.55,11,246,-0.46
27,the,336955,36.74,53,245,-0.47
28,of,186712,20.36,22,247,-0.89
