No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,curious,225,0.01,3,95,6.82
2,these,3054,0.18,14,337,5.28
3,above,1317,0.08,3,253,4.27
4,all,3026,0.18,3,352,3.07
5,other,3149,0.19,3,342,3.01
6,which,11935,0.71,10,395,2.83
7,are,5366,0.32,4,339,2.66
8,have,5236,0.31,3,372,2.28
9,i,11199,0.66,6,408,2.18
10,as,10427,0.62,5,401,2.02
11,with,9121,0.54,4,397,1.89
12,to,28423,1.68,12,427,1.84
13,that,14619,0.86,5,407,1.53
14,by,12015,0.71,3,430,1.08
15,of,63452,3.75,14,442,0.90
16,it,14558,0.86,3,400,0.80
17,a,24808,1.47,5,438,0.77
18,the,108047,6.38,21,441,0.72
19,in,27338,1.61,5,435,0.63
20,and,30627,1.81,5,431,0.47
21,to,28423,1.68,3,427,-0.16
22,the,108047,6.38,6,441,-1.09
