No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,propriety,29,0.01,5,22,8.75
2,explain,126,0.03,4,68,6.31
3,respecting,202,0.04,6,103,6.21
4,important,136,0.03,3,84,5.78
5,additional,138,0.03,3,53,5.76
6,ascertained,254,0.05,5,92,5.62
7,few,341,0.07,6,154,5.45
8,stated,183,0.04,3,61,5.35
9,new,846,0.17,11,140,5.02
10,these,2709,0.54,34,237,4.97
11,many,623,0.13,7,188,4.81
12,preceding,431,0.09,4,102,4.53
13,appear,502,0.10,4,162,4.31
14,number,942,0.19,6,139,3.99
15,several,568,0.11,3,171,3.72
16,following,806,0.16,4,172,3.63
17,state,713,0.14,3,164,3.39
18,some,1814,0.36,7,238,3.26
19,can,1318,0.26,5,178,3.24
20,which,10632,2.13,37,255,3.12
21,have,5215,1.05,18,252,3.10
22,upon,1604,0.32,5,186,2.96
23,other,2402,0.48,7,237,2.86
24,all,1970,0.40,5,221,2.66
25,observations,1359,0.27,3,135,2.46
26,there,1515,0.30,3,209,2.30
27,only,1600,0.32,3,227,2.22
28,i,7604,1.53,14,257,2.20
29,if,2528,0.51,4,211,1.98
30,from,7381,1.48,11,259,1.89
31,that,11526,2.31,17,252,1.88
32,or,4559,0.92,6,255,1.71
33,are,4866,0.98,6,244,1.62
34,are,4866,0.98,6,244,1.62
35,if,2528,0.51,3,211,1.56
36,not,4394,0.88,5,244,1.50
37,were,2692,0.54,3,227,1.47
38,these,2709,0.54,3,237,1.46
39,we,3417,0.69,3,170,1.13
40,it,11166,2.24,9,254,1.01
41,the,97053,19.48,77,272,0.98
42,of,61917,12.43,48,270,0.95
43,as,7946,1.60,6,256,0.91
44,in,24258,4.87,18,267,0.89
45,this,7455,1.50,5,255,0.74
46,by,11341,2.28,7,266,0.62
47,for,5561,1.12,3,265,0.43
48,with,7321,1.47,3,257,0.03
49,with,7321,1.47,3,257,0.03
50,and,25792,5.18,10,270,-0.05
51,that,11526,2.31,4,252,-0.21
52,to,24031,4.82,8,265,-0.27
53,which,10632,2.13,3,255,-0.51
54,by,11341,2.28,3,266,-0.60
55,the,97053,19.48,24,272,-0.70
56,a,22014,4.42,5,272,-0.82
57,is,13420,2.69,3,262,-0.84
58,and,25792,5.18,4,270,-1.37
59,a,22014,4.42,3,272,-1.56
60,to,24031,4.82,3,265,-1.69
61,of,61917,12.43,7,270,-1.83
