No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,propriety,26,0.01,5,18,8.46
2,supported,54,0.01,3,32,6.67
3,related,85,0.02,4,28,6.43
4,relating,77,0.02,3,25,6.16
5,prove,202,0.06,7,68,5.99
6,support,91,0.02,3,48,5.92
7,curious,100,0.03,3,39,5.78
8,principles,138,0.04,3,41,5.32
9,seem,187,0.05,4,73,5.29
10,new,706,0.19,15,132,5.28
11,stated,258,0.07,5,64,5.15
12,fully,160,0.04,3,80,5.10
13,many,789,0.22,12,156,4.80
14,preceding,411,0.11,6,99,4.74
15,few,365,0.10,5,121,4.65
16,these,3007,0.82,38,183,4.53
17,chemical,358,0.10,4,69,4.36
18,number,652,0.18,6,133,4.08
19,appear,583,0.16,5,151,3.98
20,together,364,0.10,3,95,3.92
21,am,389,0.11,3,113,3.82
22,series,782,0.21,6,69,3.81
23,several,552,0.15,4,141,3.73
24,known,468,0.13,3,122,3.56
25,general,632,0.17,4,126,3.54
26,observations,953,0.26,6,119,3.53
27,shall,707,0.19,4,127,3.37
28,some,2188,0.60,11,189,3.20
29,following,634,0.17,3,140,3.12
30,other,2630,0.72,12,192,3.06
31,such,1192,0.33,5,171,2.94
32,have,5533,1.51,23,200,2.93
33,most,1019,0.28,4,171,2.85
34,above,805,0.22,3,141,2.77
35,however,806,0.22,3,104,2.77
36,which,11882,3.24,39,203,2.59
37,are,4991,1.36,16,198,2.56
38,all,1896,0.52,6,178,2.54
39,therefore,1053,0.29,3,143,2.39
40,they,2396,0.65,6,187,2.20
41,only,1684,0.46,4,178,2.12
42,different,1298,0.35,3,176,2.08
43,that,12799,3.49,29,204,2.05
44,i,8000,2.18,17,205,1.96
45,would,1458,0.40,3,166,1.92
46,if,2054,0.56,4,176,1.84
47,from,7673,2.09,14,205,1.74
48,upon,2294,0.63,4,158,1.68
49,experiments,1959,0.53,3,114,1.49
50,or,4754,1.30,7,203,1.43
51,if,2054,0.56,3,176,1.42
52,been,3722,1.01,5,200,1.30
53,no,2259,0.62,3,189,1.28
54,by,11441,3.12,15,215,1.27
55,upon,2294,0.63,3,158,1.26
56,were,3187,0.87,4,192,1.20
57,any,2395,0.65,3,192,1.20
58,two,2400,0.65,3,181,1.20
59,may,3237,0.88,4,190,1.18
60,as,8283,2.26,10,206,1.15
61,the,93740,25.56,112,222,1.13
62,same,2691,0.73,3,184,1.03
63,to,24505,6.68,27,214,1.01
64,will,2857,0.78,3,174,0.95
65,in,24502,6.68,24,217,0.84
66,of,64682,17.64,61,223,0.79
67,not,5341,1.46,5,195,0.78
68,with,8546,2.33,8,204,0.78
69,and,27411,7.47,25,219,0.74
70,with,8546,2.33,7,204,0.59
71,it,12481,3.40,10,209,0.55
72,this,7612,2.08,6,204,0.53
73,when,3815,1.04,3,183,0.53
74,by,11441,3.12,8,215,0.36
75,from,7673,2.09,5,205,0.26
76,on,6624,1.81,4,217,0.15
77,are,4991,1.36,3,198,0.14
78,is,12641,3.45,7,212,0.02
79,to,24505,6.68,12,214,-0.16
80,as,8283,2.26,4,206,-0.18
81,be,10896,2.97,4,208,-0.57
82,the,93740,25.56,27,222,-0.92
83,and,27411,7.47,7,219,-1.09
84,a,21916,5.98,4,222,-1.58
85,of,64682,17.64,10,223,-1.82
