No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,experimental,430,0.04,6,71,6.17
2,seem,542,0.05,7,107,6.06
3,important,729,0.07,6,127,5.41
4,these,6394,0.62,47,148,5.25
5,following,1255,0.12,9,142,5.21
6,observed,1808,0.17,7,119,4.33
7,observed,1808,0.17,6,119,4.10
8,above,2464,0.24,6,145,3.66
9,all,3643,0.35,6,149,3.09
10,have,7487,0.72,9,149,2.64
11,are,17724,1.71,20,149,2.55
12,may,5697,0.55,6,149,2.45
13,two,5724,0.55,6,148,2.44
14,which,16062,1.55,14,149,2.17
15,with,16191,1.56,12,149,1.94
16,that,22344,2.16,16,150,1.89
17,from,15498,1.50,10,150,1.74
18,the,236162,22.80,126,150,1.47
19,it,17389,1.68,9,150,1.42
20,to,46382,4.48,23,150,1.36
21,for,15132,1.46,7,149,1.26
22,for,15132,1.46,6,149,1.04
23,in,63154,6.10,19,150,0.64
24,of,126883,12.25,27,150,0.14
25,a,54372,5.25,11,150,0.07
26,the,236162,22.80,43,150,-0.08
27,and,58927,5.69,8,150,-0.51
28,and,58927,5.69,8,150,-0.51
29,of,126883,12.25,9,150,-1.45
