No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,experimental,751,0.08,11,113,6.10
2,actual,843,0.09,8,168,5.47
3,following,1999,0.21,18,218,5.40
4,these,9158,0.98,61,228,4.96
5,may,7470,0.80,12,225,2.91
6,have,11634,1.24,18,228,2.86
7,all,5951,0.64,9,228,2.82
8,other,5586,0.60,8,226,2.74
9,which,23987,2.56,25,228,2.29
10,two,7825,0.84,8,226,2.26
11,are,23996,2.56,24,227,2.23
12,been,8894,0.95,8,227,2.07
13,that,32436,3.47,26,228,1.91
14,from,21550,2.30,16,229,1.80
15,with,23274,2.49,16,228,1.69
16,the,325426,34.77,206,228,1.57
17,by,27867,2.98,15,228,1.33
18,on,24000,2.56,12,229,1.23
19,as,27325,2.92,12,228,1.04
20,it,23684,2.53,10,227,0.98
21,be,26327,2.81,11,229,0.97
22,at,21680,2.32,9,228,0.96
23,for,22058,2.36,9,230,0.93
24,in,90657,9.69,31,229,0.68
25,to,67693,7.23,23,229,0.67
26,of,178863,19.11,59,229,0.63
27,is,52318,5.59,14,229,0.32
28,and,80933,8.65,17,229,-0.02
29,the,325426,34.77,50,228,-0.48
30,of,178863,19.11,22,229,-0.80
