No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,seem,547,0.04,6,105,6.09
2,these,7231,0.58,35,160,4.91
3,observed,1832,0.15,8,130,4.76
4,some,3712,0.30,6,161,3.32
5,all,4205,0.34,6,159,3.14
6,are,20223,1.63,18,161,2.46
7,that,24122,1.95,19,162,2.29
8,with,18112,1.46,11,161,1.91
9,from,17485,1.41,9,162,1.67
10,the,258001,20.83,126,162,1.60
11,which,17074,1.38,8,161,1.54
12,it,18091,1.46,8,162,1.45
13,to,50232,4.06,22,162,1.44
14,for,16539,1.34,7,161,1.39
15,for,16539,1.34,7,161,1.39
16,in,69483,5.61,17,162,0.60
17,of,140943,11.38,30,162,0.40
18,the,258001,20.83,41,162,-0.02
19,a,59363,4.79,9,162,-0.09
20,and,66309,5.35,9,162,-0.25
21,and,66309,5.35,6,162,-0.84
22,of,140943,11.38,8,162,-1.51
