No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,many,857,0.03,3,192,5.54
2,these,2422,0.09,7,233,5.26
3,all,2198,0.08,3,229,4.18
4,may,3437,0.13,3,254,3.54
5,have,4648,0.17,4,263,3.52
6,are,4305,0.16,3,250,3.21
7,which,10181,0.38,6,274,2.97
8,with,8749,0.33,3,270,2.19
9,i,9088,0.34,3,274,2.13
10,by,10331,0.39,3,285,1.95
11,that,12942,0.49,3,276,1.62
12,and,27516,1.03,5,291,1.27
13,the,97588,3.67,16,294,1.12
14,to,26022,0.98,4,290,1.03
15,of,57805,2.17,8,293,0.88
16,and,27516,1.03,3,291,0.54
17,the,97588,3.67,3,294,-1.29
