No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,important,567,0.07,9,179,6.02
2,known,1023,0.12,8,211,5.00
3,these,8479,1.04,61,298,4.88
4,several,1385,0.17,7,245,4.37
5,following,2998,0.37,11,286,3.91
6,have,11651,1.42,27,311,3.25
7,all,5558,0.68,9,295,2.73
8,from,20019,2.44,26,315,2.41
9,which,26195,3.20,34,315,2.41
10,other,6720,0.82,7,304,2.09
11,i,12975,1.58,13,303,2.04
12,are,18556,2.27,18,310,1.99
13,we,10795,1.32,10,280,1.92
14,that,28371,3.46,24,312,1.79
15,or,14888,1.82,10,309,1.46
16,the,295673,36.10,196,319,1.44
17,by,28482,3.48,17,319,1.29
18,with,23377,2.85,12,315,1.07
19,to,63464,7.75,30,316,0.95
20,with,23377,2.85,11,315,0.95
21,it,23594,2.88,11,312,0.93
22,in,76894,9.39,34,318,0.86
23,at,18299,2.23,7,314,0.65
24,is,39702,4.85,15,313,0.63
25,of,187103,22.85,69,319,0.59
26,be,26307,3.21,8,314,0.32
27,as,24441,2.98,7,314,0.23
28,to,63464,7.75,16,316,0.05
29,that,28371,3.46,7,312,0.01
30,by,28482,3.48,7,319,0.01
31,and,77614,9.48,18,319,-0.07
32,of,187103,22.85,28,319,-0.71
33,the,295673,36.10,40,319,-0.85
34,and,77614,9.48,9,319,-1.07
