No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,these,7399,0.66,41,163,4.96
2,following,1327,0.12,6,155,4.67
3,observed,1931,0.17,7,132,4.35
4,observed,1931,0.17,6,132,4.13
5,some,3866,0.34,6,164,3.13
6,all,4164,0.37,6,163,3.02
7,are,20058,1.78,20,164,2.49
8,have,8264,0.73,8,164,2.45
9,from,17310,1.54,13,165,2.08
10,that,24429,2.17,18,165,2.05
11,which,17436,1.55,11,164,1.83
12,with,18064,1.60,11,164,1.78
13,the,258232,22.94,130,165,1.50
14,it,18462,1.64,9,165,1.46
15,for,15917,1.41,7,164,1.31
16,to,50613,4.50,22,165,1.29
17,for,15917,1.41,6,164,1.09
18,in,69907,6.21,18,165,0.54
19,of,140969,12.52,32,165,0.35
20,the,258232,22.94,42,165,-0.13
21,and,64708,5.75,10,165,-0.20
22,a,59787,5.31,9,165,-0.24
23,and,64708,5.75,9,165,-0.35
24,of,140969,12.52,10,165,-1.32
