No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,propriety,24,0.01,5,19,8.81
2,adduced,38,0.01,7,21,8.63
3,stated,438,0.10,15,120,6.20
4,detailed,124,0.03,4,55,6.12
5,prove,225,0.05,7,94,6.06
6,preceding,739,0.17,12,152,5.13
7,ascertained,282,0.07,4,101,4.93
8,important,358,0.08,5,134,4.91
9,referred,290,0.07,4,103,4.89
10,various,438,0.10,6,149,4.88
11,principal,302,0.07,4,109,4.83
12,many,992,0.23,13,183,4.82
13,these,4960,1.15,54,253,4.55
14,us,522,0.12,4,133,4.04
15,known,581,0.14,4,143,3.89
16,already,603,0.14,4,154,3.83
17,connected,633,0.15,4,124,3.76
18,series,849,0.20,5,140,3.66
19,appear,684,0.16,4,173,3.65
20,such,1884,0.44,10,213,3.51
21,new,757,0.18,4,163,3.51
22,general,1188,0.28,6,164,3.44
23,following,1473,0.34,7,231,3.35
24,have,7054,1.64,30,264,3.19
25,might,1000,0.23,4,198,3.10
26,appears,1013,0.24,4,199,3.09
27,all,3328,0.77,12,239,2.95
28,other,4181,0.97,14,250,2.85
29,which,16288,3.79,54,265,2.83
30,from,11937,2.78,39,273,2.81
31,some,2305,0.54,7,240,2.71
32,observed,1323,0.31,4,187,2.70
33,above,1711,0.40,5,216,2.65
34,i,10661,2.48,31,270,2.64
35,are,9000,2.09,25,280,2.58
36,there,2420,0.56,6,220,2.41
37,observations,2193,0.51,5,157,2.29
38,will,3802,0.88,8,241,2.18
39,we,5072,1.18,10,225,2.08
40,would,2272,0.53,4,229,1.92
41,has,3739,0.87,6,248,1.79
42,those,2560,0.60,4,244,1.75
43,may,4756,1.11,7,258,1.66
44,that,17113,3.98,24,268,1.59
45,being,3879,0.90,5,251,1.47
46,on,11935,2.78,15,287,1.43
47,any,3264,0.76,4,250,1.40
48,with,12673,2.95,15,282,1.35
49,or,8666,2.02,10,264,1.31
50,were,4339,1.01,5,237,1.31
51,been,4390,1.02,5,263,1.29
52,with,12673,2.95,14,282,1.25
53,the,170634,39.68,183,289,1.21
54,of,97346,22.64,98,289,1.11
55,in,41610,9.68,40,288,1.05
56,by,16578,3.86,15,288,0.96
57,as,13469,3.13,11,272,0.81
58,these,4960,1.15,4,253,0.79
59,to,38473,8.95,27,288,0.59
60,it,15783,3.67,11,265,0.58
61,and,44247,10.29,28,288,0.44
62,by,16578,3.86,9,288,0.22
63,be,14809,3.44,8,273,0.22
64,is,20130,4.68,9,282,-0.06
65,are,9000,2.09,4,280,-0.07
66,this,10382,2.41,4,264,-0.27
67,on,11935,2.78,4,287,-0.47
68,which,16288,3.79,5,265,-0.60
69,to,38473,8.95,10,288,-0.84
70,the,170634,39.68,44,289,-0.85
71,of,97346,22.64,17,289,-1.41
72,and,44247,10.29,7,288,-1.56
