No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,following,835,0.06,6,102,5.73
2,these,5145,0.35,25,105,5.17
3,that,16991,1.15,13,105,2.50
4,are,15485,1.05,11,106,2.39
5,as,13589,0.92,9,106,2.29
6,from,12554,0.85,7,105,2.04
7,it,13451,0.91,6,105,1.72
8,which,12583,0.85,5,105,1.55
9,the,183384,12.41,65,106,1.39
10,be,14547,0.98,5,106,1.34
11,to,35008,2.37,12,106,1.34
12,in,49217,3.33,10,106,0.59
13,to,35008,2.37,5,106,0.08
14,of,103973,7.03,12,106,-0.23
15,and,50878,3.44,5,106,-0.46
16,of,103973,7.03,7,106,-1.01
17,the,183384,12.41,12,106,-1.05
