No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,propriety,12,0.00,6,12,10.73
2,brought,437,0.06,6,115,5.54
3,important,537,0.08,6,124,5.25
4,these,7691,1.13,57,203,4.66
5,following,1822,0.27,10,196,4.22
6,all,4560,0.67,19,200,3.82
7,upon,2311,0.34,7,176,3.36
8,t,2371,0.35,7,185,3.33
9,above,2193,0.32,6,180,3.22
10,which,20043,2.95,37,210,2.65
11,two,6633,0.98,12,201,2.62
12,other,4532,0.67,8,208,2.59
13,will,4035,0.59,6,194,2.34
14,have,9893,1.45,14,210,2.27
15,i,9603,1.41,12,203,2.09
16,with,18553,2.73,23,213,2.08
17,may,5368,0.79,6,204,1.93
18,as,20640,3.04,18,213,1.57
19,to,50997,7.50,39,213,1.38
20,by,21057,3.10,16,214,1.37
21,be,17216,2.53,13,214,1.36
22,the,253090,37.22,184,215,1.31
23,are,15210,2.24,11,210,1.30
24,we,8442,1.24,6,195,1.27
25,that,22164,3.26,15,209,1.20
26,or,10823,1.59,7,210,1.14
27,by,21057,3.10,12,214,0.95
28,from,16828,2.47,9,215,0.86
29,are,15210,2.24,8,210,0.84
30,with,18553,2.73,8,213,0.55
31,in,63812,9.38,26,215,0.47
32,that,22164,3.26,9,209,0.47
33,of,146543,21.55,58,214,0.43
34,this,15612,2.30,6,210,0.39
35,and,62519,9.19,23,214,0.32
36,it,19313,2.84,7,210,0.30
37,to,50997,7.50,15,213,0.00
38,and,62519,9.19,12,214,-0.62
39,of,146543,21.55,28,214,-0.62
40,is,37763,5.55,7,211,-0.67
41,the,253090,37.22,42,215,-0.83
