No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,observed,2599,0.30,20,248,5.05
2,these,12051,1.40,87,300,4.96
3,many,2077,0.24,12,258,4.64
4,observed,2599,0.30,13,248,4.43
5,all,8305,0.96,14,299,2.86
6,are,28910,3.35,38,301,2.50
7,may,10872,1.26,14,300,2.48
8,which,31430,3.64,37,302,2.35
9,have,16469,1.91,18,300,2.24
10,from,26416,3.06,26,302,2.09
11,we,20853,2.41,16,290,1.73
12,the,432668,50.10,288,303,1.52
13,with,32226,3.73,21,303,1.49
14,that,42753,4.95,27,301,1.45
15,it,31770,3.68,19,302,1.37
16,as,37626,4.36,22,303,1.34
17,be,37518,4.34,18,304,1.05
18,to,91586,10.60,42,303,0.99
19,of,244672,28.33,101,304,0.83
20,in,112096,12.98,44,304,0.76
21,on,34052,3.94,13,304,0.72
22,with,32226,3.73,12,303,0.69
23,and,107902,12.49,24,304,-0.06
24,of,244672,28.33,50,304,-0.18
25,is,67724,7.84,12,302,-0.39
26,the,432668,50.10,76,303,-0.40
27,to,91586,10.60,15,303,-0.50
