No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,relating,119,0.02,9,33,8.21
2,known,869,0.11,10,170,5.49
3,new,889,0.11,9,164,5.31
4,following,1933,0.25,19,197,5.26
5,these,8700,1.11,72,212,5.02
6,observed,2065,0.26,7,157,3.73
7,observed,2065,0.26,7,157,3.73
8,all,5176,0.66,12,209,3.18
9,some,3686,0.47,7,211,2.89
10,which,23366,2.99,39,219,2.71
11,have,10816,1.38,17,217,2.62
12,we,11623,1.49,18,200,2.60
13,other,6105,0.78,9,213,2.53
14,i,9497,1.21,12,211,2.31
15,may,6435,0.82,8,210,2.28
16,are,20003,2.56,24,217,2.23
17,two,7809,1.00,9,211,2.17
18,were,8788,1.12,7,211,1.64
19,the,313765,40.11,221,222,1.46
20,it,22490,2.88,15,218,1.38
21,but,11350,1.45,7,218,1.27
22,with,23652,3.02,14,218,1.21
23,that,28688,3.67,16,218,1.13
24,as,26635,3.41,14,219,1.04
25,to,61475,7.86,32,221,1.03
26,in,77729,9.94,39,222,0.97
27,for,14577,1.86,7,222,0.91
28,be,23136,2.96,11,218,0.89
29,of,170122,21.75,66,222,0.60
30,by,26129,3.34,9,220,0.43
31,with,23652,3.02,8,218,0.40
32,by,26129,3.34,8,220,0.26
33,that,28688,3.67,7,218,-0.07
34,of,170122,21.75,33,222,-0.40
35,and,79992,10.23,14,221,-0.55
36,the,313765,40.11,42,222,-0.93
37,and,79992,10.23,9,221,-1.18
38,a,64867,8.29,7,219,-1.24
39,in,77729,9.94,7,222,-1.51
