No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,concerning,168,0.01,10,46,8.99
2,following,1123,0.07,7,132,5.74
3,observed,1337,0.08,6,101,5.26
4,these,6511,0.38,29,142,5.25
5,other,3780,0.22,6,141,3.76
6,are,18073,1.06,14,143,2.73
7,that,21122,1.24,14,143,2.50
8,it,15383,0.90,7,143,1.96
9,the,208529,12.19,67,143,1.46
10,is,39540,2.31,10,143,1.11
11,of,121000,7.08,20,143,0.50
12,of,121000,7.08,19,143,0.43
13,the,208529,12.19,20,143,-0.29
