No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,propriety,14,0.00,7,13,10.73
2,important,579,0.09,7,138,5.36
3,these,8457,1.24,60,233,4.59
4,following,2014,0.30,11,224,4.21
5,all,4910,0.72,20,228,3.79
6,upon,2524,0.37,7,199,3.24
7,t,2721,0.40,7,211,3.13
8,some,3276,0.48,7,226,2.86
9,which,22609,3.33,46,241,2.79
10,other,4984,0.73,9,237,2.62
11,two,7395,1.09,13,231,2.58
12,have,10911,1.61,18,240,2.49
13,i,10585,1.56,15,233,2.27
14,with,20589,3.03,24,244,1.99
15,from,18614,2.74,15,245,1.45
16,as,22622,3.33,18,244,1.43
17,that,24308,3.58,19,239,1.41
18,are,16400,2.41,12,240,1.31
19,the,279579,41.15,204,246,1.31
20,to,56328,8.29,39,244,1.23
21,by,23526,3.46,16,245,1.21
22,be,19293,2.84,13,244,1.19
23,or,12257,1.80,8,240,1.15
24,by,23526,3.46,13,245,0.91
25,are,16400,2.41,9,240,0.90
26,with,20589,3.03,9,244,0.57
27,in,69736,10.26,30,246,0.55
28,that,24308,3.58,10,239,0.48
29,of,162367,23.90,62,245,0.38
30,and,69231,10.19,26,245,0.35
31,on,20214,2.97,7,245,0.23
32,it,21256,3.13,7,241,0.16
33,to,56328,8.29,16,244,-0.05
34,and,69231,10.19,14,245,-0.54
35,of,162367,23.90,32,245,-0.58
36,is,40942,6.03,7,242,-0.78
37,the,279579,41.15,47,246,-0.81
