No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,therein,61,0.00,3,30,9.00
2,supported,52,0.00,2,36,8.65
3,compared,114,0.01,2,53,7.52
4,contained,145,0.01,2,73,7.17
5,mentioned,354,0.02,3,129,6.47
6,however,375,0.02,2,87,5.80
7,over,547,0.03,2,203,5.26
8,these,2535,0.12,8,362,5.04
9,number,664,0.03,2,145,4.98
10,different,743,0.04,2,227,4.81
11,those,1304,0.06,3,274,4.59
12,which,8419,0.40,8,442,3.31
13,them,2222,0.11,2,308,3.23
14,very,2450,0.12,2,400,3.09
15,some,2506,0.12,2,386,3.06
16,i,8000,0.38,5,459,2.71
17,from,6963,0.33,4,462,2.59
18,are,4036,0.19,2,369,2.37
19,have,4359,0.21,2,425,2.26
20,or,5050,0.24,2,409,2.05
21,of,42255,2.02,13,485,1.68
22,be,7703,0.37,2,436,1.44
23,that,11623,0.56,3,443,1.43
24,by,7771,0.37,2,476,1.43
25,and,24332,1.16,6,470,1.36
26,is,8719,0.42,2,436,1.26
27,the,74838,3.58,16,487,1.16
28,to,21096,1.01,2,472,-0.01
29,in,21532,1.03,2,486,-0.04
30,the,74838,3.58,4,487,-0.84
