No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,suggest,158,0.01,5,58,8.13
2,following,810,0.05,8,105,6.45
3,several,549,0.03,4,79,6.01
4,observed,1151,0.07,6,78,5.53
5,certain,794,0.04,4,98,5.48
6,these,5031,0.28,21,109,5.21
7,other,2886,0.16,4,108,3.61
8,have,5077,0.29,5,110,3.12
9,that,15783,0.89,14,110,2.97
10,are,13455,0.76,8,111,2.39
11,which,10979,0.62,5,110,2.01
12,it,11930,0.67,5,110,1.89
13,from,11293,0.64,4,110,1.65
14,as,11954,0.68,4,111,1.56
15,the,161548,9.14,49,111,1.42
16,is,29857,1.69,9,111,1.41
17,to,32527,1.84,5,111,0.44
18,a,39821,2.25,5,111,0.15
19,of,93715,5.30,9,111,-0.24
20,and,44741,2.53,4,111,-0.34
21,the,161548,9.14,14,111,-0.38
22,of,93715,5.30,7,111,-0.60
