No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,important,611,0.08,8,169,5.70
2,known,1047,0.13,9,217,5.09
3,these,9143,1.15,63,293,4.78
4,many,1583,0.20,8,215,4.33
5,following,3008,0.38,13,279,4.10
6,have,12271,1.54,24,305,2.96
7,which,27520,3.46,40,309,2.53
8,all,5831,0.73,8,289,2.45
9,from,20985,2.64,28,309,2.41
10,i,12897,1.62,16,300,2.30
11,other,6866,0.86,8,298,2.21
12,we,11462,1.44,13,277,2.17
13,are,19630,2.47,20,304,2.02
14,that,28785,3.62,23,306,1.67
15,the,308307,38.78,203,312,1.39
16,or,15442,1.94,10,303,1.36
17,with,24401,3.07,15,309,1.29
18,by,30064,3.78,18,312,1.25
19,with,24401,3.07,13,309,1.08
20,it,24301,3.06,11,306,0.85
21,in,79832,10.04,34,312,0.76
22,to,64721,8.14,27,310,0.73
23,is,42203,5.31,16,307,0.59
24,of,194745,24.50,73,312,0.58
25,be,26488,3.33,9,308,0.43
26,by,30064,3.78,9,312,0.25
27,to,64721,8.14,16,310,-0.03
28,and,82391,10.36,17,312,-0.29
29,of,194745,24.50,33,312,-0.57
30,and,82391,10.36,13,312,-0.67
31,the,308307,38.78,42,312,-0.88
