No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,new,554,0.03,3,177,5.64
2,following,644,0.03,3,229,5.42
3,these,3038,0.17,12,359,5.18
4,all,2854,0.16,3,367,3.27
5,which,11866,0.64,9,443,2.80
6,are,5334,0.29,4,381,2.79
7,i,11658,0.63,6,459,2.24
8,to,28365,1.54,11,475,1.84
9,as,10505,0.57,4,444,1.81
10,with,9468,0.51,3,452,1.54
11,be,11300,0.61,3,447,1.29
12,by,11691,0.64,3,476,1.24
13,that,14937,0.81,3,453,0.89
14,the,106658,5.80,21,485,0.86
15,of,61820,3.36,12,482,0.84
16,a,24350,1.32,4,489,0.60
17,in,27059,1.47,4,484,0.44
18,and,30615,1.66,4,475,0.27
19,the,106658,5.80,3,485,-1.95
