No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,concerning,166,0.01,9,51,9.01
2,main,752,0.04,6,107,6.24
3,these,5740,0.30,20,150,5.05
4,about,2824,0.15,6,133,4.33
5,other,3413,0.18,6,149,4.06
6,two,4833,0.25,6,150,3.56
7,are,16415,0.87,13,150,2.91
8,it,14537,0.77,7,150,2.19
9,that,20762,1.10,9,150,2.04
10,the,193115,10.19,63,150,1.63
11,of,109712,5.79,28,150,1.27
12,in,55036,2.90,10,150,0.78
13,of,109712,5.79,16,150,0.47
14,to,42407,2.24,6,150,0.42
15,the,193115,10.19,18,150,-0.18
