No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,therein,88,0.00,3,38,8.33
2,mentioned,356,0.02,3,132,6.32
3,these,2924,0.15,11,402,5.15
4,those,1585,0.08,4,314,4.58
5,are,4660,0.25,4,435,3.02
6,they,3641,0.19,3,405,2.96
7,which,10099,0.53,8,495,2.91
8,have,5063,0.27,3,479,2.49
9,i,8939,0.47,5,499,2.40
10,from,7592,0.40,4,516,2.32
11,that,13295,0.70,6,503,2.09
12,as,9267,0.49,3,489,1.61
13,of,47900,2.53,14,529,1.47
14,and,27629,1.46,8,517,1.45
15,the,83404,4.41,19,528,1.11
16,in,23791,1.26,3,527,0.25
17,the,83404,4.41,5,528,-0.82
