No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,propriety,23,0.01,8,20,9.40
2,recorded,90,0.02,13,31,8.13
3,foregoing,123,0.03,7,36,6.79
4,leading,73,0.02,4,36,6.73
5,additional,163,0.04,8,83,6.57
6,detailed,92,0.02,4,37,6.40
7,connected,487,0.13,14,97,5.80
8,respecting,141,0.04,4,65,5.78
9,prove,199,0.05,5,83,5.61
10,ascertained,240,0.06,5,75,5.34
11,known,441,0.11,9,111,5.31
12,stated,418,0.11,8,110,5.22
13,preceding,513,0.13,9,111,5.09
14,principal,236,0.06,4,84,5.04
15,interesting,257,0.07,4,92,4.92
16,mentioned,401,0.10,5,80,4.60
17,experimental,347,0.09,4,57,4.48
18,referred,375,0.10,4,97,4.37
19,these,5372,1.38,56,193,4.34
20,important,392,0.10,4,110,4.31
21,many,1056,0.27,10,153,4.20
22,few,655,0.17,6,132,4.15
23,new,768,0.20,7,125,4.15
24,known,441,0.11,4,111,4.14
25,us,457,0.12,4,107,4.09
26,appear,757,0.19,6,139,3.94
27,observed,1348,0.35,10,146,3.85
28,already,745,0.19,5,136,3.70
29,certain,842,0.22,5,145,3.53
30,some,2437,0.63,13,192,3.37
31,several,762,0.20,4,155,3.35
32,am,812,0.21,4,150,3.26
33,appears,965,0.25,4,157,3.01
34,such,1663,0.43,6,177,2.81
35,i,9649,2.48,34,207,2.77
36,all,2996,0.77,10,188,2.70
37,from,11055,2.85,36,208,2.66
38,series,1238,0.32,4,129,2.65
39,about,1628,0.42,5,165,2.58
40,which,16129,4.15,48,211,2.53
41,observations,2056,0.53,6,133,2.50
42,given,1380,0.36,4,179,2.49
43,made,2122,0.55,6,177,2.46
44,now,1849,0.48,5,184,2.39
45,have,7229,1.86,19,201,2.35
46,other,3888,1.00,10,198,2.32
47,some,2437,0.63,6,192,2.26
48,any,2742,0.71,6,195,2.09
49,those,2666,0.69,5,188,1.86
50,are,8555,2.20,16,214,1.86
51,will,3437,0.89,6,193,1.76
52,with,12758,3.29,21,220,1.68
53,with,12758,3.29,20,220,1.61
54,we,4622,1.19,7,176,1.56
55,or,8235,2.12,12,213,1.50
56,may,4360,1.12,6,197,1.42
57,were,4429,1.14,6,200,1.40
58,it,15072,3.88,19,211,1.29
59,in,42388,10.92,53,221,1.28
60,the,160019,41.21,196,222,1.25
61,that,16571,4.27,18,205,1.08
62,but,5956,1.53,6,203,0.97
63,be,13640,3.51,12,218,0.77
64,but,5956,1.53,5,203,0.70
65,and,40584,10.45,32,222,0.61
66,of,93505,24.08,73,222,0.60
67,on,11616,2.99,9,220,0.59
68,by,17209,4.43,13,222,0.55
69,by,17209,4.43,13,222,0.55
70,to,36060,9.29,26,222,0.49
71,as,13863,3.57,9,217,0.33
72,not,6452,1.66,4,206,0.27
73,are,8555,2.20,5,214,0.18
74,that,16571,4.27,9,205,0.08
75,this,10376,2.67,5,205,-0.10
76,is,19349,4.98,8,221,-0.32
77,to,36060,9.29,14,222,-0.41
78,and,40584,10.45,14,222,-0.58
79,on,11616,2.99,4,220,-0.58
80,of,93505,24.08,21,222,-1.20
81,the,160019,41.21,34,222,-1.28
82,a,30618,7.89,6,221,-1.39
83,a,30618,7.89,4,221,-1.98
