No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,propriety,20,0.00,5,18,9.37
2,detailed,100,0.02,5,44,7.04
3,stated,412,0.08,8,132,5.68
4,described,1091,0.21,12,159,4.86
5,these,6428,1.22,63,230,4.69
6,already,825,0.16,8,159,4.68
7,known,561,0.11,5,137,4.56
8,us,582,0.11,5,123,4.50
9,new,845,0.16,6,144,4.23
10,many,943,0.18,6,173,4.07
11,appear,966,0.18,6,166,4.03
12,several,858,0.16,5,184,3.94
13,following,1709,0.32,9,212,3.80
14,number,1456,0.28,6,176,3.44
15,some,2746,0.52,11,228,3.40
16,now,1999,0.38,8,207,3.40
17,observed,1698,0.32,6,182,3.22
18,i,10405,1.97,29,232,2.88
19,which,19717,3.74,52,241,2.80
20,then,2894,0.55,6,211,2.45
21,have,8243,1.56,17,237,2.44
22,from,14942,2.83,30,241,2.41
23,all,3639,0.69,7,223,2.34
24,are,11487,2.18,21,238,2.27
25,those,3080,0.58,5,229,2.10
26,will,4395,0.83,7,224,2.07
27,other,4603,0.87,6,235,1.78
28,as,17886,3.39,17,239,1.33
29,same,5579,1.06,5,226,1.24
30,the,212079,40.20,185,245,1.20
31,by,20163,3.82,17,243,1.15
32,with,15942,3.02,13,242,1.11
33,or,11169,2.12,9,237,1.09
34,with,15942,3.02,12,242,0.99
35,of,127676,24.20,84,245,0.80
36,it,18212,3.45,11,239,0.67
37,that,19944,3.78,12,241,0.67
38,on,15012,2.85,9,244,0.66
39,in,54814,10.39,31,245,0.58
40,to,45780,8.68,25,243,0.53
41,and,54543,10.34,29,245,0.49
42,by,20163,3.82,10,243,0.39
43,are,11487,2.18,5,238,0.20
44,that,19944,3.78,8,241,0.08
45,as,17886,3.39,7,239,0.05
46,to,45780,8.68,16,243,-0.12
47,be,17996,3.41,5,240,-0.45
48,of,127676,24.20,35,245,-0.47
49,is,26024,4.93,6,241,-0.72
50,the,212079,40.20,42,245,-0.94
51,a,40111,7.60,7,242,-1.12
52,and,54543,10.34,8,245,-1.37
53,in,54814,10.39,7,245,-1.57
