No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,adduced,38,0.01,7,20,8.57
2,propriety,26,0.01,4,20,8.31
3,prove,242,0.06,9,98,6.26
4,classes,108,0.03,4,35,6.26
5,detailed,123,0.03,4,53,6.07
6,stated,448,0.11,14,126,6.01
7,curious,164,0.04,4,67,5.65
8,distinctly,180,0.04,4,66,5.52
9,respecting,209,0.05,4,86,5.30
10,principal,305,0.07,5,108,5.08
11,interesting,249,0.06,4,100,5.05
12,preceding,746,0.18,11,154,4.93
13,ascertained,277,0.07,4,101,4.90
14,ascertained,277,0.07,4,101,4.90
15,many,1095,0.27,15,192,4.82
16,various,446,0.11,6,148,4.79
17,referred,302,0.07,4,109,4.77
18,connected,693,0.17,9,124,4.74
19,these,5166,1.25,64,256,4.68
20,important,380,0.09,4,135,4.44
21,us,537,0.13,5,136,4.26
22,appear,743,0.18,5,174,3.80
23,series,929,0.23,6,145,3.74
24,lead,620,0.15,4,110,3.73
25,new,811,0.20,5,169,3.67
26,few,696,0.17,4,165,3.57
27,such,1932,0.47,10,215,3.42
28,some,2333,0.57,11,242,3.28
29,following,1473,0.36,6,232,3.07
30,general,1238,0.30,5,173,3.06
31,might,1006,0.24,4,200,3.04
32,all,3394,0.82,13,244,2.98
33,have,7394,1.79,28,265,2.97
34,observed,1329,0.32,5,194,2.96
35,appears,1084,0.26,4,202,2.93
36,which,17207,4.17,58,267,2.80
37,from,12207,2.96,40,272,2.76
38,other,4347,1.05,14,253,2.73
39,i,10989,2.66,35,271,2.72
40,are,9525,2.31,29,278,2.65
41,there,2543,0.62,7,225,2.51
42,above,1827,0.44,5,221,2.50
43,observations,2192,0.53,5,153,2.23
44,we,5305,1.29,12,226,2.22
45,will,3853,0.93,8,246,2.10
46,may,4968,1.20,9,261,1.90
47,would,2294,0.56,4,235,1.85
48,some,2333,0.57,4,242,1.82
49,those,2603,0.63,4,245,1.66
50,that,17697,4.29,26,269,1.60
51,with,13110,3.18,19,283,1.58
52,only,2818,0.68,4,246,1.55
53,with,13110,3.18,18,283,1.50
54,has,3913,0.95,5,251,1.40
55,any,3344,0.81,4,253,1.30
56,were,4367,1.06,5,240,1.24
57,the,177516,43.01,194,287,1.17
58,on,12364,3.00,13,286,1.12
59,by,17114,4.15,17,286,1.04
60,of,101825,24.67,101,287,1.03
61,or,9082,2.20,9,267,1.03
62,being,4050,0.98,4,256,1.03
63,it,16317,3.95,15,266,0.92
64,in,43387,10.51,39,286,0.89
65,been,4536,1.10,4,264,0.86
66,as,13907,3.37,12,271,0.83
67,these,5166,1.25,4,256,0.68
68,but,6698,1.62,5,260,0.62
69,to,39540,9.58,27,286,0.49
70,and,46177,11.19,30,286,0.42
71,by,17114,4.15,9,286,0.12
72,are,9525,2.31,5,278,0.12
73,this,10607,2.57,5,266,-0.04
74,is,21217,5.14,10,283,-0.04
75,be,15250,3.70,7,274,-0.08
76,as,13907,3.37,5,271,-0.43
77,to,39540,9.58,13,286,-0.56
78,on,12364,3.00,4,286,-0.58
79,the,177516,43.01,47,287,-0.87
80,which,17207,4.17,4,267,-1.06
81,that,17697,4.29,4,269,-1.10
82,of,101825,24.67,20,287,-1.30
83,and,46177,11.19,7,286,-1.68
84,a,35362,8.57,4,285,-2.10
