No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,known,948,0.10,9,200,5.44
2,following,2001,0.22,17,235,5.28
3,these,9773,1.07,64,262,4.90
4,all,5771,0.63,15,262,3.57
5,which,24181,2.65,44,279,3.05
6,other,6718,0.74,12,265,3.03
7,have,12225,1.34,19,268,2.83
8,i,10418,1.14,13,255,2.51
9,may,6947,0.76,8,258,2.39
10,two,8575,0.94,8,262,2.09
11,are,23833,2.61,21,276,2.01
12,we,13709,1.50,11,227,1.87
13,but,12440,1.36,8,273,1.55
14,that,31203,3.42,19,272,1.47
15,the,334593,36.68,199,281,1.44
16,with,25763,2.82,15,275,1.41
17,it,23922,2.62,13,276,1.31
18,to,66275,7.27,32,280,1.14
19,by,27821,3.05,11,279,0.85
20,in,82700,9.07,30,281,0.73
21,as,28916,3.17,10,277,0.66
22,by,27821,3.05,9,279,0.56
23,that,31203,3.42,10,272,0.55
24,be,25351,2.78,8,276,0.53
25,of,180756,19.82,56,281,0.50
26,of,180756,19.82,35,281,-0.18
27,the,334593,36.68,41,281,-0.84
28,and,88368,9.69,10,280,-0.95
