No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,propriety,27,0.01,5,19,8.47
2,detailed,53,0.01,3,19,6.76
3,supported,57,0.01,3,35,6.66
4,prove,207,0.05,7,68,6.02
5,related,90,0.02,3,30,6.00
6,support,95,0.02,3,48,5.92
7,curious,97,0.03,3,36,5.89
8,stated,247,0.06,5,66,5.28
9,principles,149,0.04,3,44,5.27
10,new,718,0.19,14,132,5.22
11,fully,155,0.04,3,80,5.21
12,seem,208,0.05,4,75,5.20
13,many,814,0.21,12,158,4.82
14,these,2975,0.78,36,187,4.53
15,preceding,430,0.11,5,98,4.48
16,chemical,354,0.09,4,66,4.44
17,number,635,0.17,6,134,4.18
18,series,709,0.19,6,71,4.02
19,together,377,0.10,3,100,3.93
20,few,380,0.10,3,126,3.92
21,appear,640,0.17,5,155,3.90
22,several,543,0.14,4,140,3.82
23,mentioned,430,0.11,3,90,3.74
24,known,481,0.13,3,122,3.58
25,general,657,0.17,4,132,3.54
26,some,2223,0.58,13,193,3.49
27,shall,709,0.19,4,127,3.43
28,following,618,0.16,3,144,3.22
29,observations,1033,0.27,5,125,3.21
30,most,1061,0.28,5,173,3.17
31,have,5575,1.46,24,205,3.04
32,other,2740,0.72,11,198,2.94
33,however,834,0.22,3,103,2.78
34,above,868,0.23,3,142,2.73
35,such,1213,0.32,4,180,2.66
36,which,12049,3.15,39,208,2.63
37,all,1880,0.49,6,184,2.61
38,therefore,1067,0.28,3,146,2.43
39,are,5336,1.39,14,203,2.33
40,they,2547,0.67,6,191,2.17
41,different,1346,0.35,3,181,2.09
42,i,8137,2.12,17,209,2.00
43,that,12931,3.38,27,208,2.00
44,would,1515,0.40,3,168,1.92
45,from,7750,2.02,15,210,1.89
46,if,2134,0.56,4,181,1.84
47,upon,2425,0.63,4,163,1.66
48,or,4870,1.27,8,208,1.65
49,experiments,1941,0.51,3,113,1.57
50,may,3321,0.87,5,197,1.53
51,been,3745,0.98,5,205,1.35
52,by,11498,3.00,15,220,1.32
53,were,3197,0.83,4,195,1.26
54,upon,2425,0.63,3,163,1.24
55,any,2426,0.63,3,195,1.24
56,two,2492,0.65,3,185,1.20
57,the,96393,25.17,110,227,1.13
58,same,2786,0.73,3,188,1.04
59,to,25250,6.59,27,218,1.03
60,as,8548,2.23,9,211,1.01
61,will,2871,0.75,3,177,1.00
62,in,24719,6.45,24,221,0.89
63,and,27862,7.28,26,224,0.84
64,of,66029,17.24,61,228,0.82
65,this,7794,2.04,7,209,0.78
66,it,12871,3.36,11,214,0.71
67,with,8765,2.29,7,209,0.61
68,with,8765,2.29,7,209,0.61
69,when,3848,1.00,3,190,0.58
70,is,13093,3.42,8,217,0.23
71,by,11498,3.00,7,220,0.22
72,on,6670,1.74,4,220,0.20
73,as,8548,2.23,5,211,0.16
74,not,5411,1.41,3,198,0.09
75,from,7750,2.02,4,210,-0.02
76,to,25250,6.59,11,218,-0.26
77,be,11235,2.93,4,212,-0.55
78,the,96393,25.17,27,227,-0.90
79,and,27862,7.28,7,224,-1.06
80,of,66029,17.24,9,228,-1.94
