No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,experimental,523,0.05,8,83,6.29
2,seem,540,0.05,7,115,6.05
3,these,6852,0.67,53,163,5.30
4,important,791,0.08,6,142,5.27
5,following,1419,0.14,9,157,5.02
6,observed,1971,0.19,8,131,4.37
7,observed,1971,0.19,7,131,4.18
8,above,2584,0.25,6,160,3.57
9,have,7890,0.77,14,164,3.18
10,all,4029,0.40,7,164,3.15
11,other,4074,0.40,6,163,2.91
12,are,18304,1.80,25,164,2.80
13,two,5972,0.59,7,163,2.58
14,may,6053,0.59,7,164,2.56
15,which,17089,1.68,19,164,2.50
16,from,16077,1.58,13,165,2.04
17,that,24020,2.36,19,165,2.01
18,not,9286,0.91,6,165,1.72
19,the,248811,24.40,133,165,1.45
20,to,49603,4.86,26,165,1.42
21,for,16174,1.59,8,164,1.33
22,it,18598,1.82,8,165,1.13
23,with,16951,1.66,7,164,1.07
24,in,67156,6.59,18,165,0.45
25,of,133338,13.08,27,165,0.05
26,a,59135,5.80,11,165,-0.08
27,the,248811,24.40,42,165,-0.22
28,and,61604,6.04,9,165,-0.43
29,and,61604,6.04,9,165,-0.43
30,of,133338,13.08,11,165,-1.25
