No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,following,1639,0.15,17,228,5.79
2,observed,1884,0.18,14,196,5.31
3,these,10578,0.99,77,244,5.28
4,certain,1894,0.18,12,223,5.08
5,all,6468,0.61,10,241,3.05
6,that,33965,3.18,48,246,2.92
7,are,28325,2.65,30,245,2.50
8,with,28173,2.64,21,246,1.99
9,it,25290,2.37,15,245,1.66
10,the,366998,34.37,196,247,1.51
11,from,25310,2.37,12,246,1.34
12,which,23833,2.23,10,245,1.16
13,be,26626,2.49,10,246,1.00
14,to,73128,6.85,26,246,0.92
15,by,32374,3.03,11,246,0.86
16,by,32374,3.03,11,246,0.86
17,in,102834,9.63,25,246,0.38
18,of,209094,19.58,46,247,0.23
19,is,60591,5.67,11,246,-0.04
20,and,102038,9.55,16,247,-0.26
21,of,209094,19.58,29,247,-0.43
22,the,366998,34.37,48,247,-0.52
