No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,propriety,30,0.01,4,22,8.34
2,relating,93,0.02,4,31,6.71
3,explain,123,0.03,4,70,6.31
4,respecting,197,0.04,6,105,6.21
5,important,132,0.03,4,86,6.20
6,additional,130,0.03,3,53,5.81
7,seem,155,0.03,3,76,5.56
8,ascertained,267,0.05,5,95,5.51
9,few,349,0.07,6,156,5.39
10,stated,180,0.04,3,61,5.34
11,new,872,0.18,11,147,4.94
12,these,2758,0.57,34,240,4.91
13,preceding,411,0.08,4,105,4.56
14,chemical,318,0.07,3,80,4.52
15,many,657,0.14,6,191,4.47
16,number,843,0.17,7,142,4.34
17,appear,526,0.11,3,168,3.79
18,series,543,0.11,3,94,3.75
19,several,555,0.11,3,170,3.72
20,following,751,0.15,4,175,3.70
21,appears,608,0.13,3,165,3.58
22,can,1408,0.29,6,186,3.37
23,some,1928,0.40,8,242,3.33
24,state,780,0.16,3,165,3.23
25,have,5335,1.10,19,258,3.11
26,which,11049,2.27,38,261,3.06
27,observations,1177,0.24,4,133,3.05
28,other,2524,0.52,8,244,2.95
29,all,1990,0.41,5,223,2.61
30,upon,1778,0.37,4,190,2.45
31,if,2508,0.52,5,216,2.28
32,there,1643,0.34,3,213,2.15
33,i,7764,1.60,14,264,2.13
34,only,1708,0.35,3,231,2.09
35,that,11994,2.47,19,258,1.95
36,not,4695,0.97,7,251,1.86
37,from,7378,1.52,11,265,1.86
38,were,2814,0.58,4,229,1.79
39,are,5096,1.05,7,250,1.74
40,if,2508,0.52,3,216,1.54
41,are,5096,1.05,6,250,1.52
42,two,2629,0.54,3,227,1.47
43,or,4591,0.94,5,259,1.41
44,these,2758,0.57,3,240,1.40
45,it,11808,2.43,12,260,1.31
46,one,2976,0.61,3,241,1.29
47,may,3139,0.65,3,242,1.22
48,we,3352,0.69,3,178,1.12
49,as,8177,1.68,7,261,1.06
50,the,98395,20.23,81,277,1.00
51,of,63678,13.09,52,275,0.99
52,in,24862,5.11,17,274,0.73
53,by,11644,2.39,7,272,0.55
54,for,5565,1.14,3,271,0.39
55,by,11644,2.39,5,272,0.06
56,and,26656,5.48,11,275,0.01
57,to,24729,5.08,10,271,-0.02
58,this,7627,1.57,3,261,-0.06
59,with,7720,1.59,3,261,-0.08
60,with,7720,1.59,3,261,-0.08
61,is,13697,2.82,4,266,-0.49
62,the,98395,20.23,28,277,-0.53
63,that,11994,2.47,3,258,-0.72
64,a,22851,4.70,5,277,-0.91
65,to,24729,5.08,4,271,-1.35
66,a,22851,4.70,3,277,-1.65
67,of,63678,13.09,8,275,-1.71
68,and,26656,5.48,3,275,-1.87
