No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,suggest,293,0.03,8,87,7.12
2,following,1417,0.14,13,181,5.54
3,observed,1485,0.15,12,153,5.36
4,these,8789,0.86,62,194,5.16
5,certain,1486,0.15,8,180,4.77
6,all,5122,0.50,10,192,3.31
7,that,27289,2.68,38,196,2.82
8,are,23142,2.28,23,196,2.34
9,we,9091,0.89,9,184,2.33
10,with,22489,2.21,19,196,2.10
11,it,20698,2.04,15,196,1.88
12,from,20697,2.04,14,196,1.78
13,the,301887,29.69,176,197,1.57
14,which,20133,1.98,9,196,1.18
15,to,58560,5.76,24,196,1.06
16,by,25930,2.55,9,196,0.82
17,of,170098,16.73,43,197,0.36
18,in,82003,8.06,19,196,0.24
19,is,49777,4.90,9,196,-0.12
20,the,301887,29.69,45,197,-0.40
21,and,81855,8.05,12,197,-0.42
22,of,170098,16.73,24,197,-0.48
