No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,these,2955,0.10,9,279,5.48
2,many,1076,0.04,3,229,5.35
3,are,4953,0.17,3,289,3.15
4,have,5328,0.18,3,322,3.04
5,which,12219,0.42,6,339,2.84
6,with,9996,0.34,3,335,2.13
7,by,12683,0.43,3,370,1.79
8,to,30198,1.03,6,367,1.54
9,in,28559,0.98,5,372,1.36
10,the,112348,3.84,13,379,0.76
11,of,67415,2.30,7,381,0.60
12,and,31718,1.08,3,370,0.47
13,the,112348,3.84,7,379,-0.13
