No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,following,1670,0.16,18,238,5.85
2,these,10517,0.98,80,252,5.35
3,observed,1954,0.18,14,200,5.26
4,certain,1894,0.18,13,232,5.20
5,all,6657,0.62,11,249,3.15
6,that,34632,3.23,48,254,2.89
7,are,28945,2.70,29,253,2.42
8,with,28474,2.66,23,254,2.11
9,it,25883,2.42,15,253,1.63
10,the,370131,34.54,198,255,1.52
11,from,25934,2.42,12,254,1.31
12,which,24185,2.26,10,253,1.15
13,be,27464,2.56,11,254,1.10
14,by,33131,3.09,13,254,1.07
15,by,33131,3.09,12,254,0.96
16,to,74303,6.93,25,254,0.85
17,in,103458,9.65,26,254,0.43
18,of,210577,19.65,44,255,0.16
19,is,62028,5.79,11,254,-0.07
20,and,103814,9.69,15,255,-0.37
21,of,210577,19.65,30,255,-0.39
22,the,370131,34.54,49,255,-0.50
