No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,following,1779,0.17,19,244,5.80
2,these,10968,1.05,86,256,5.35
3,observed,1955,0.19,13,203,5.11
4,certain,1986,0.19,12,236,4.98
5,all,6790,0.65,12,255,3.20
6,that,36764,3.53,46,258,2.70
7,may,8852,0.85,10,255,2.56
8,are,30641,2.94,33,257,2.49
9,were,10334,0.99,10,251,2.33
10,with,30484,2.93,25,258,2.09
11,it,28079,2.70,17,257,1.66
12,the,392955,37.73,210,259,1.48
13,from,27031,2.60,13,258,1.32
14,be,29270,2.81,13,258,1.21
15,as,29896,2.87,13,258,1.18
16,which,25946,2.49,10,257,1.01
17,to,78308,7.52,27,258,0.84
18,by,35153,3.38,12,258,0.83
19,by,35153,3.38,12,258,0.83
20,in,108050,10.37,30,258,0.53
21,of,223135,21.43,44,259,0.04
22,is,67018,6.43,10,258,-0.36
23,of,223135,21.43,33,259,-0.38
24,and,109744,10.54,14,259,-0.59
25,the,392955,37.73,47,259,-0.68
