No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,propriety,18,0.00,7,16,10.67
2,known,847,0.10,7,153,5.12
3,these,7922,0.94,44,226,4.54
4,following,2187,0.26,11,213,4.40
5,all,4836,0.58,8,221,2.80
6,which,22688,2.70,34,234,2.65
7,two,7410,0.88,11,227,2.64
8,i,9529,1.13,14,228,2.63
9,have,10174,1.21,12,233,2.31
10,from,18214,2.17,18,238,2.05
11,with,20414,2.43,17,237,1.81
12,that,22841,2.72,17,233,1.64
13,are,16020,1.91,11,233,1.53
14,with,20414,2.43,13,237,1.42
15,or,12859,1.53,8,233,1.39
16,by,24926,2.97,15,238,1.34
17,the,272285,32.41,155,239,1.26
18,are,16020,1.91,9,233,1.24
19,as,22421,2.67,11,237,1.04
20,to,52468,6.25,25,237,1.00
21,by,24926,2.97,11,238,0.89
22,in,69215,8.24,29,239,0.82
23,be,19340,2.30,7,237,0.60
24,it,21135,2.52,7,234,0.48
25,of,163086,19.41,52,238,0.42
26,to,52468,6.25,15,237,0.26
27,and,70933,8.44,17,238,0.01
28,and,70933,8.44,15,238,-0.17
29,of,163086,19.41,28,238,-0.47
30,is,40884,4.87,7,235,-0.48
31,the,272285,32.41,30,239,-1.11
