No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,priety,4,0.00,4,4,11.59
2,possession,49,0.01,3,28,7.56
3,prove,205,0.03,6,62,6.50
4,interesting,122,0.02,3,54,6.25
5,respecting,214,0.03,4,76,5.85
6,new,608,0.10,9,120,5.52
7,many,866,0.14,8,155,4.84
8,number,633,0.10,5,134,4.61
9,considered,388,0.06,3,115,4.58
10,these,3351,0.54,25,184,4.53
11,few,444,0.07,3,137,4.38
12,several,647,0.10,4,153,4.26
13,appear,701,0.11,4,146,4.14
14,some,2497,0.40,14,195,4.12
15,known,580,0.09,3,119,4.00
16,shall,815,0.13,4,130,3.92
17,me,977,0.16,3,155,3.25
18,state,981,0.16,3,133,3.24
19,other,3025,0.49,9,195,3.20
20,such,1378,0.22,4,172,3.17
21,well,1034,0.17,3,164,3.17
22,observed,1055,0.17,3,127,3.14
23,have,5721,0.93,15,201,3.02
24,which,13326,2.15,30,209,2.80
25,all,2233,0.36,4,185,2.47
26,i,9234,1.49,16,207,2.42
27,are,6056,0.98,10,199,2.35
28,we,2701,0.44,3,166,1.78
29,were,3680,0.60,4,197,1.75
30,from,9255,1.50,10,211,1.74
31,or,5671,0.92,6,209,1.71
32,that,14244,2.30,14,209,1.60
33,may,3475,0.56,3,193,1.42
34,of,70652,11.42,55,227,1.27
35,on,8100,1.31,6,221,1.20
36,when,4219,0.68,3,191,1.14
37,to,29506,4.77,19,217,0.99
38,as,9849,1.59,6,209,0.91
39,the,110415,17.85,64,227,0.84
40,this,8967,1.45,5,206,0.79
41,and,31055,5.02,17,223,0.76
42,but,5834,0.94,3,205,0.67
43,in,27504,4.45,14,220,0.65
44,as,9849,1.59,5,209,0.65
45,it,14289,2.31,7,210,0.60
46,with,9374,1.52,4,207,0.40
47,from,9255,1.50,3,211,0.00
48,with,9374,1.52,3,207,-0.02
49,by,12555,2.03,4,218,-0.02
50,by,12555,2.03,4,218,-0.02
51,is,14708,2.38,4,212,-0.25
52,that,14244,2.30,3,209,-0.62
53,to,29506,4.77,6,217,-0.67
54,and,31055,5.02,5,223,-1.01
55,the,110415,17.85,16,227,-1.16
56,of,70652,11.42,8,227,-1.51
