No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,propriety,24,0.00,6,22,9.48
2,explain,119,0.02,4,64,6.58
3,important,152,0.03,4,90,6.23
4,curious,118,0.02,3,71,6.18
5,stated,181,0.03,3,66,5.56
6,many,625,0.11,10,198,5.51
7,respecting,192,0.03,3,100,5.48
8,ascertained,267,0.05,4,95,5.42
9,new,814,0.14,9,143,4.98
10,these,2755,0.48,29,262,4.91
11,few,390,0.07,4,169,4.87
12,preceding,368,0.06,3,98,4.54
13,following,812,0.14,6,194,4.40
14,appear,482,0.08,3,164,4.15
15,however,697,0.12,4,100,4.03
16,several,537,0.09,3,180,3.99
17,some,1688,0.30,7,259,3.56
18,have,4990,0.88,18,280,3.36
19,can,1195,0.21,4,190,3.25
20,number,993,0.17,3,151,3.11
21,which,10296,1.81,30,283,3.05
22,there,1511,0.27,4,227,2.92
23,all,1980,0.35,4,241,2.53
24,time,1498,0.26,3,212,2.51
25,or,4753,0.83,9,279,2.43
26,we,3271,0.57,6,196,2.39
27,other,2400,0.42,4,259,2.25
28,that,11207,1.97,17,278,2.11
29,from,7346,1.29,11,286,2.09
30,i,7142,1.25,10,284,2.00
31,were,2896,0.51,4,252,1.98
32,are,5018,0.88,6,268,1.77
33,not,4268,0.75,5,270,1.74
34,are,5018,0.88,5,268,1.51
35,the,100036,17.55,73,299,1.06
36,of,62890,11.03,40,296,0.86
37,as,8013,1.41,5,281,0.83
38,in,24382,4.28,14,295,0.71
39,it,11054,1.94,6,279,0.63
40,with,7370,1.29,4,283,0.63
41,that,11207,1.97,5,278,0.35
42,to,24188,4.24,10,288,0.24
43,with,7370,1.29,3,283,0.21
44,this,7386,1.30,3,282,0.21
45,which,10296,1.81,4,283,0.15
46,by,11144,1.95,4,295,0.03
47,and,26481,4.65,9,298,-0.05
48,be,10211,1.79,3,283,-0.26
49,a,22181,3.89,5,300,-0.64
50,the,100036,17.55,21,299,-0.74
51,to,24188,4.24,4,288,-1.09
52,and,26481,4.65,4,298,-1.22
53,of,62890,11.03,6,296,-1.88
