No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,propriety,33,0.00,3,19,10.06
2,new,411,0.02,3,164,6.42
3,such,1241,0.05,3,274,4.83
4,these,2505,0.11,5,334,4.55
5,or,5616,0.24,4,429,3.07
6,i,9358,0.40,6,463,2.92
7,which,9776,0.42,6,439,2.85
8,to,22807,0.97,8,473,2.04
9,as,8708,0.37,3,435,2.02
10,that,12344,0.52,3,442,1.52
11,of,49698,2.11,9,481,1.09
12,a,19506,0.83,3,496,0.86
13,the,84905,3.61,13,484,0.85
14,and,25106,1.07,3,468,0.49
