No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,recorded,115,0.03,14,245,6.79
2,stated,455,0.12,19,245,5.25
3,connected,595,0.16,14,245,4.42
4,many,1193,0.33,17,245,3.70
5,these,5929,1.63,70,245,3.43
6,such,2041,0.56,15,245,2.74
7,some,2681,0.74,19,245,2.69
8,i,10515,2.89,52,245,2.17
9,all,3487,0.96,17,245,2.15
10,have,7900,2.17,36,245,2.05
11,from,12268,3.37,48,245,1.83
12,which,18312,5.03,67,245,1.74
13,are,9898,2.72,32,245,1.56
14,other,4581,1.26,13,245,1.37
15,we,5310,1.46,13,245,1.16
16,that,18864,5.18,46,245,1.15
17,with,13907,3.82,33,245,1.11
18,with,13907,3.82,33,245,1.11
19,be,15525,4.26,36,245,1.08
20,but,6985,1.92,16,245,1.06
21,are,9898,2.72,20,245,0.88
22,in,47111,12.93,95,245,0.88
23,to,40878,11.22,78,245,0.80
24,the,181356,49.77,303,245,0.61
25,this,11591,3.18,19,245,0.58
26,it,17189,4.72,28,245,0.57
27,as,15663,4.30,25,245,0.54
28,or,9533,2.62,15,245,0.52
29,by,17482,4.80,24,245,0.32
30,of,104384,28.65,139,245,0.28
31,by,17482,4.80,23,245,0.26
32,on,12521,3.44,16,245,0.22
33,as,15663,4.30,20,245,0.22
34,to,40878,11.22,49,245,0.13
35,and,46360,12.72,51,245,0.00
36,that,18864,5.18,18,245,-0.20
37,the,181356,49.77,151,245,-0.40
38,in,47111,12.93,35,245,-0.56
39,is,21878,6.00,16,245,-0.59
40,a,34676,9.52,24,245,-0.67
41,and,46360,12.72,29,245,-0.81
42,of,104384,28.65,58,245,-0.98
43,a,34676,9.52,18,245,-1.08
