No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,these,6745,1.26,69,248,3.78
2,have,8596,1.60,26,248,2.02
3,been,5349,1.00,16,248,2.01
4,which,20880,3.89,52,248,1.74
5,i,10675,1.99,26,248,1.71
6,are,12470,2.32,30,248,1.69
7,from,15408,2.87,31,248,1.43
8,that,21142,3.94,40,248,1.34
9,as,18777,3.50,27,248,0.95
10,with,17155,3.19,23,248,0.85
11,by,21126,3.93,28,248,0.83
12,to,48462,9.02,63,248,0.80
13,the,223002,41.52,271,248,0.71
14,with,17155,3.19,18,248,0.49
15,by,21126,3.93,21,248,0.42
16,in,58322,10.86,56,248,0.37
17,to,48462,9.02,44,248,0.29
18,of,136885,25.49,120,248,0.24
19,and,57353,10.68,42,248,-0.02
20,the,223002,41.52,138,248,-0.27
21,a,43960,8.19,26,248,-0.33
22,and,57353,10.68,32,248,-0.42
23,in,58322,10.86,32,248,-0.44
24,of,136885,25.49,75,248,-0.44
25,a,43960,8.19,21,248,-0.64
