No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,nasal,452,0.09,57,261,7.32
2,these,8903,1.76,77,261,3.45
3,all,5297,1.05,33,261,2.98
4,have,11632,2.30,40,261,2.12
5,which,22261,4.40,72,261,2.03
6,are,17888,3.54,49,261,1.79
7,i,10983,2.17,24,261,1.47
8,with,21572,4.26,38,261,1.16
9,to,59060,11.67,89,261,0.93
10,as,24507,4.84,35,261,0.85
11,with,21572,4.26,30,261,0.81
12,be,20871,4.13,29,261,0.81
13,the,286326,56.59,379,261,0.74
14,to,59060,11.67,77,261,0.72
15,that,26706,5.28,34,261,0.69
16,are,17888,3.54,22,261,0.64
17,this,18341,3.63,22,261,0.60
18,by,23573,4.66,27,261,0.53
19,by,23573,4.66,27,261,0.53
20,in,72726,14.37,78,261,0.44
21,and,71495,14.13,74,261,0.39
22,it,21684,4.29,21,261,0.29
23,of,163767,32.37,149,261,0.20
24,the,286326,56.59,178,261,-0.35
25,is,42868,8.47,24,261,-0.50
26,and,71495,14.13,37,261,-0.61
27,of,163767,32.37,79,261,-0.71
28,a,58359,11.54,24,261,-0.94
29,in,72726,14.37,28,261,-1.04
