https://example.com/collocation-analysis
There are 2034191 different words in your collocation database for "facts". (Your query returned 1038 matches in 271 different texts)
__________________

No.	Word	Total no. in whole corpus	Expected collocate frequency	Observed collocate frequency	In no. of texts	Mutual information value

1	these	6475	1.69	74	240	4.45
2	all	4017	1.05	17	232	3.02
3	have	8800	2.30	30	247	2.70
4	from	13665	3.57	43	256	2.59
5	which	20250	5.30	62	256	2.55
6	i	11942	3.12	35	257	2.49
7	other	5288	1.38	15	244	2.44
8	are	11060	2.89	29	264	2.33
9	with	15452	4.04	23	267	1.51
10	that	21199	5.54	28	251	1.34
11	with	15452	4.04	19	267	1.23
12	it	19595	5.12	24	253	1.23
13	the	203070	53.11	244	271	1.20
14	in	52123	13.63	58	270	1.09
15	on	13620	3.56	15	270	1.07
16	of	116031	30.35	104	271	0.78
17	by	19096	4.99	17	271	0.77
18	by	19096	4.99	16	271	0.68
19	and	52116	13.63	42	271	0.62
20	to	45102	11.80	35	270	0.57
21	to	45102	11.80	16	270	-0.56
22	and	52116	13.63	17	271	-0.68
23	the	203070	53.11	48	271	-1.15
24	of	116031	30.35	27	271	-1.17
