No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,fantasy,2,0.00,2,0,11.44
2,stylized,10,0.00,5,2,10.44
3,fiction,5,0.00,2,2,10.11
4,acknowledging,8,0.00,2,5,9.44
5,inviting,11,0.00,2,10,8.98
6,compounded,17,0.01,3,15,8.93
7,gimi,17,0.01,2,0,8.35
8,sheet,67,0.02,4,13,7.37
9,derives,37,0.01,2,23,7.23
10,reflecting,90,0.03,4,60,6.94
11,emphasized,71,0.03,3,51,6.87
12,refers,100,0.04,4,59,6.79
13,reflected,76,0.03,3,66,6.77
14,exploit,78,0.03,3,45,6.74
15,despite,469,0.17,17,150,6.65
16,complicated,87,0.03,3,56,6.58
17,strictly,65,0.02,2,39,6.41
18,explained,212,0.08,6,119,6.29
19,said,100,0.04,2,47,5.79
20,exact,103,0.04,2,64,5.75

Total tokens in window,1687368
Total texts in window,457
