No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,emphasise,6,0.01,3,5,8.86
2,despite,8,0.01,4,4,8.86
3,reveals,11,0.01,3,5,7.98
4,intelligible,9,0.01,2,5,7.69
5,notwithstanding,10,0.01,2,4,7.54
6,spite,55,0.06,8,21,7.08
7,accordance,14,0.02,2,11,7.05
8,attention,76,0.08,9,22,6.78
9,matter,119,0.13,12,23,6.55
10,affords,20,0.02,2,13,6.54
11,supported,46,0.05,4,18,6.34
12,ascertained,24,0.03,2,8,6.27
13,illustrate,25,0.03,2,13,6.22
14,recall,27,0.03,2,9,6.10
15,explain,42,0.05,3,21,6.05
16,inclination,34,0.04,2,6,5.77
17,owing,207,0.22,12,31,5.75
18,significant,42,0.05,2,14,5.47
19,established,46,0.05,2,21,5.34
20,mutation,49,0.05,2,2,5.24

Total tokens in window,425305
Total texts in window,38
