No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,unaware,3,0.00,2,2,9.27
2,recognition,5,0.01,2,3,8.53
3,lends,11,0.01,3,9,7.98
4,spite,42,0.05,8,18,7.46
5,significant,42,0.05,7,16,7.27
6,conjunction,12,0.01,2,7,7.27
7,harmony,12,0.01,2,8,7.27
8,outcome,12,0.01,2,3,7.27
9,despite,20,0.02,3,4,7.12
10,dried,14,0.02,2,7,7.05
11,accounted,16,0.02,2,12,6.86
12,retaining,18,0.02,2,9,6.69
13,explain,39,0.04,4,19,6.57
14,disposal,21,0.02,2,11,6.46
15,owing,150,0.16,14,35,6.43
16,reveals,33,0.04,3,16,6.40
17,required,24,0.03,2,11,6.27
18,attention,100,0.11,8,25,6.21
19,keeping,28,0.03,2,15,6.05
20,reveal,29,0.03,2,18,6.00

Total tokens in window,518011
Total texts in window,46
