No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,emphasise,7,0.01,3,5,8.61
2,intelligible,9,0.01,2,5,7.66
3,notwithstanding,9,0.01,2,3,7.66
4,reveals,15,0.02,3,4,7.51
5,accordance,10,0.01,2,8,7.51
6,affords,24,0.03,3,13,6.83
7,illustrates,16,0.02,2,11,6.83
8,appearing,18,0.02,2,12,6.66
9,explain,33,0.04,3,16,6.37
10,significant,22,0.02,2,11,6.37
11,attention,80,0.09,7,23,6.32
12,matter,88,0.10,7,20,6.18
13,spite,40,0.04,3,16,6.10
14,supported,29,0.03,2,13,5.97
15,inclination,30,0.03,2,4,5.93
16,established,34,0.04,2,19,5.74
17,due,288,0.32,15,29,5.57
18,explained,41,0.04,2,16,5.47
19,owing,140,0.15,6,26,5.29
20,mutation,48,0.05,2,2,5.25

Total tokens in window,327288
Total texts in window,31
