No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,disproved,3,0.00,2,2,9.32
2,ontogenetic,10,0.01,3,4,8.17
3,notwithstanding,7,0.01,2,2,8.10
4,observable,11,0.01,2,6,7.45
5,relating,13,0.01,2,8,7.21
6,despite,23,0.02,3,8,6.97
7,emerges,23,0.02,3,11,6.97
8,mind,23,0.02,3,11,6.97
9,accounted,27,0.03,3,18,6.74
10,curious,36,0.04,4,18,6.74
11,ascertained,34,0.04,3,10,6.41
12,presented,46,0.05,4,25,6.39
13,supported,152,0.16,13,36,6.36
14,attention,87,0.09,7,37,6.27
15,outstanding,27,0.03,2,19,6.15
16,brings,28,0.03,2,22,6.10
17,emphasized,46,0.05,3,22,5.97
18,inferred,31,0.03,2,13,5.95
19,spite,62,0.06,4,24,5.95
20,establish,34,0.04,2,19,5.82

Total tokens in window,646957
Total texts in window,58
