No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,struck,15,0.02,5,8,7.75
2,significant,11,0.02,3,9,7.46
3,strengthened,8,0.01,2,4,7.34
4,aware,14,0.02,2,10,6.53
5,spite,26,0.04,3,14,6.22
6,accord,20,0.03,2,8,6.02
7,interpretation,24,0.04,2,10,5.75
8,notwithstanding,25,0.04,2,6,5.69
9,curious,38,0.06,3,16,5.68
10,drew,27,0.04,2,7,5.58
11,matter,152,0.23,10,24,5.41
12,draw,31,0.05,2,18,5.38
13,anatomical,50,0.08,3,12,5.28
14,supported,34,0.05,2,15,5.25
15,explanation,102,0.16,6,22,5.25
16,led,58,0.09,3,25,5.07
17,attention,100,0.15,5,27,5.02
18,confirmed,60,0.09,3,23,5.02
19,convolution,43,0.07,2,2,4.91
20,illustrate,44,0.07,2,16,4.88

Total tokens in window,319758
Total texts in window,36
