No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,civically,7,0.00,2,1,9.66
2,finder,14,0.00,4,2,9.66
3,trier,22,0.01,6,1,9.59
4,fiction,16,0.01,4,7,9.47
5,stylized,20,0.01,5,15,9.47
6,inescapable,16,0.01,3,12,9.05
7,arithmetical,47,0.02,6,9,8.50
8,resf,17,0.01,2,0,8.38
9,disputed,29,0.01,3,18,8.19
10,infinitely,22,0.01,2,18,8.01
11,underscored,23,0.01,2,22,7.94
12,obscures,27,0.01,2,26,7.71
13,verifying,28,0.01,2,22,7.66
14,notwithstanding,86,0.03,6,15,7.62
15,discriminability,29,0.01,2,15,7.61
16,performer,30,0.01,2,6,7.56
17,astonishing,32,0.01,2,26,7.47
18,complicated,350,0.12,20,218,7.34
19,economist,35,0.01,2,3,7.34
20,hampered,92,0.03,5,73,7.26

Total tokens in window,8617410
Total texts in window,1894
