No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,bto,2,0.00,2,0,9.50
2,ignorant,5,0.01,2,3,8.18
3,emphasize,8,0.01,3,7,8.09
4,significant,14,0.02,5,8,8.02
5,negatived,7,0.01,2,6,7.69
6,corollary,8,0.01,2,5,7.50
7,relying,8,0.01,2,4,7.50
8,allowance,12,0.02,2,9,6.92
9,contradictory,12,0.02,2,10,6.92
10,reveals,13,0.02,2,11,6.80
11,spite,67,0.09,10,27,6.76
12,familiar,34,0.05,5,12,6.74
13,emphasized,14,0.02,2,10,6.69
14,answered,15,0.02,2,9,6.59
15,relating,30,0.04,4,13,6.59
16,establish,34,0.05,4,19,6.41
17,warrant,18,0.02,2,7,6.33
18,tending,28,0.04,3,17,6.28
19,curious,66,0.09,7,23,6.26
20,agreeing,20,0.03,2,13,6.18

Total tokens in window,773979
Total texts in window,65
