No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,intensified,3,0.00,2,3,9.26
2,puzzling,4,0.00,2,3,8.85
3,despite,14,0.02,4,7,8.04
4,relating,12,0.01,3,8,7.85
5,emphasizes,9,0.01,2,6,7.68
6,recognition,29,0.03,5,19,7.31
7,inconsistent,12,0.01,2,8,7.26
8,supported,93,0.10,14,40,7.11
9,spite,68,0.07,10,31,7.08
10,notwithstanding,22,0.02,3,10,6.97
11,notwithstanding,22,0.02,3,10,6.97
12,incorrect,16,0.02,2,7,6.85
13,accord,22,0.02,2,7,6.39
14,revealed,45,0.05,4,27,6.35
15,lupin,25,0.03,2,0,6.20
16,inferred,25,0.03,2,17,6.20
17,afforded,28,0.03,2,12,6.04
18,matter,206,0.22,13,51,5.86
19,draw,35,0.04,2,20,5.72
20,outstanding,36,0.04,2,12,5.68

Total tokens in window,738904
Total texts in window,80
