No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,notwithstanding,2,0.00,2,1,10.44
2,striking,10,0.01,2,5,8.12
3,regarding,15,0.01,2,5,7.54
4,spite,16,0.01,2,7,7.44
5,due,125,0.09,8,10,6.48
6,peculiar,35,0.03,2,5,6.31
7,matter,41,0.03,2,6,6.09
8,apart,50,0.04,2,7,5.80
9,apparent,62,0.04,2,6,5.49
10,view,109,0.08,2,10,4.67
11,hormone,111,0.08,2,2,4.65
12,animal,123,0.09,2,7,4.50
13,paper,150,0.11,2,9,4.21
14,however,367,0.26,3,6,3.51
15,many,260,0.19,2,10,3.42
16,native,291,0.21,2,1,3.26
17,case,457,0.33,3,8,3.19
18,would,348,0.25,2,10,3.00
19,fibre,394,0.28,2,5,2.82
20,given,431,0.31,2,10,2.69

Total tokens in window,182365
Total texts in window,10
