No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,paleontology,7,0.01,2,2,7.37
2,familiar,29,0.05,6,11,6.90
3,struck,15,0.03,3,11,6.86
4,adduced,11,0.02,2,7,6.72
5,winged,12,0.02,2,2,6.59
6,relating,26,0.04,4,7,6.48
7,curious,37,0.06,5,17,6.29
8,aware,23,0.04,3,14,6.24
9,spite,46,0.08,6,22,6.24
10,fundamental,39,0.07,5,10,6.21
11,consistent,19,0.03,2,13,5.93
12,allows,19,0.03,2,12,5.93
13,consistent,19,0.03,2,13,5.93
14,receive,19,0.03,2,13,5.93
15,notwithstanding,20,0.03,2,6,5.86
16,accord,31,0.05,3,12,5.81
17,illustrates,27,0.05,2,13,5.42
18,interesting,143,0.25,10,36,5.34
19,aquatic,30,0.05,2,3,5.27
20,illustrate,60,0.10,4,18,5.27

Total tokens in window,475946
Total texts in window,46
