No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,despite,27,0.03,6,9,7.82
2,ontogenetic,16,0.02,3,6,7.57
3,notwithstanding,11,0.01,2,4,7.53
4,relating,18,0.02,3,10,7.40
5,observable,15,0.01,2,8,7.08
6,virtue,15,0.01,2,10,7.08
7,mind,27,0.03,3,14,6.82
8,outstanding,37,0.04,4,22,6.78
9,reader,22,0.02,2,9,6.53
10,inferred,33,0.03,3,16,6.53
11,curious,48,0.05,4,22,6.40
12,supported,168,0.17,13,43,6.29
13,spite,68,0.07,5,26,6.22
14,ascertained,41,0.04,3,13,6.21
15,establish,43,0.04,3,24,6.14
16,variance,30,0.03,2,10,6.08
17,accounted,32,0.03,2,21,5.99
18,brings,32,0.03,2,24,5.99
19,comment,33,0.03,2,13,5.94
20,emphasized,66,0.07,4,30,5.94

Total tokens in window,774273
Total texts in window,69
