No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,bedeviled,5,0.00,4,5,11.35
2,belies,4,0.00,2,4,10.67
3,undermined,18,0.01,5,16,9.83
4,fiction,54,0.02,9,9,9.09
5,overlook,27,0.01,2,18,7.92
6,ecu,30,0.01,2,0,7.77
7,artifact,35,0.01,2,8,7.54
8,ignores,40,0.01,2,32,7.35
9,notwithstanding,40,0.01,2,8,7.35
10,complicated,198,0.06,9,120,7.21
11,fallacy,48,0.01,2,9,7.09
12,underscore,81,0.02,3,34,6.92
13,mitigated,60,0.02,2,40,6.77
14,stemming,62,0.02,2,49,6.72
15,coincides,66,0.02,2,54,6.63
16,exacerbated,66,0.02,2,54,6.63
17,despite,1710,0.52,45,551,6.43
18,spite,76,0.02,2,43,6.43
19,neglect,76,0.02,2,40,6.43
20,ported,77,0.02,2,68,6.41

Total tokens in window,5721232
Total texts in window,1145
