No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,fantasy,4,0.00,3,0,10.98
2,fiction,6,0.00,3,2,10.40
3,stylized,12,0.00,6,4,10.40
4,plicated,7,0.00,2,6,9.59
5,acknowledging,13,0.00,2,9,8.69
6,compounded,20,0.01,3,18,8.66
7,curious,20,0.01,2,17,8.07
8,spite,69,0.03,5,38,7.61
9,complicated,115,0.04,8,79,7.55
10,reflecting,155,0.06,8,104,7.12
11,derives,40,0.01,2,32,7.07
12,pvi,41,0.02,2,0,7.04
13,sheet,95,0.04,4,17,6.83
14,birdsong,49,0.02,2,7,6.78
15,despite,761,0.28,31,240,6.78
16,emphasized,104,0.04,4,73,6.69
17,motivated,84,0.03,3,58,6.59
18,angiosperm,58,0.02,2,6,6.54
19,csd,68,0.03,2,0,6.31
20,explained,311,0.12,9,169,6.28

Total tokens in window,2669334
Total texts in window,632
