No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,bedeviled,7,0.00,4,6,10.86
2,belies,6,0.00,2,6,10.08
3,brute,9,0.00,2,5,9.50
4,undermined,28,0.01,5,25,9.18
5,fiction,59,0.02,10,11,9.10
6,tautology,12,0.00,2,2,9.08
7,distract,15,0.00,2,13,8.76
8,preti,15,0.00,2,0,8.76
9,underscored,16,0.00,2,16,8.67
10,capitalizing,17,0.01,2,12,8.58
11,tempered,20,0.01,2,18,8.34
12,obscures,22,0.01,2,21,8.21
13,compounded,43,0.01,3,36,7.82
14,overlook,45,0.01,3,31,7.76
15,artifact,48,0.01,3,13,7.67
16,ecu,32,0.01,2,2,7.67
17,fallacy,64,0.02,4,17,7.67
18,predicated,33,0.01,2,24,7.62
19,cessfully,35,0.01,2,31,7.54
20,impeding,35,0.01,2,32,7.54

Total tokens in window,10057714
Total texts in window,2076
