No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,beyond,24,0.02,2,7,6.34
2,apart,27,0.03,2,4,6.17
3,active,36,0.04,2,3,5.75
4,owing,40,0.04,2,6,5.60
5,drawn,41,0.04,2,8,5.57
6,differ,65,0.07,3,9,5.49
7,nerve,44,0.05,2,3,5.46
8,discussed,46,0.05,2,8,5.40
9,normal,70,0.07,3,8,5.38
10,appear,89,0.09,2,9,4.45
11,due,97,0.10,2,9,4.32
12,due,97,0.10,2,9,4.32
13,lie,105,0.11,2,9,4.21
14,formed,113,0.12,2,9,4.10
15,lutea,129,0.13,2,2,3.91
16,structure,143,0.15,2,9,3.76
17,however,230,0.24,3,4,3.66
18,elephant,258,0.27,3,1,3.50
19,lower,176,0.18,2,7,3.46
20,corpus,206,0.21,2,1,3.24

Total tokens in window,127238
Total texts in window,9
