No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,inviting,8,0.00,2,8,9.50
2,gimi,17,0.01,2,0,8.41
3,emphasizes,27,0.01,2,20,7.75
4,despite,118,0.04,6,46,7.20
5,mountain,46,0.02,2,13,6.98
6,reflects,51,0.02,2,30,6.83
7,aim,55,0.02,2,33,6.72
8,said,57,0.02,2,23,6.67
9,allowed,60,0.02,2,36,6.59
10,highlight,68,0.02,2,32,6.41
11,optimal,76,0.03,2,19,6.25
12,due,291,0.10,5,81,5.64
13,despite,118,0.04,2,46,5.62
14,hypothesis,173,0.06,2,42,5.07
15,like,209,0.07,2,83,4.79
16,event,218,0.08,2,34,4.73
17,family,223,0.08,2,59,4.70
18,source,233,0.08,2,50,4.64
19,activation,241,0.08,2,27,4.59
20,signalling,262,0.09,2,26,4.47

Total tokens in window,446103
Total texts in window,194
