No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,disproved,3,0.00,2,1,8.78
2,unconscious,4,0.01,2,1,8.37
3,harmony,10,0.02,3,5,7.63
4,relating,7,0.01,2,7,7.56
5,overlooked,9,0.01,2,3,7.20
6,emphasised,11,0.02,2,6,6.91
7,shortened,14,0.02,2,3,6.56
8,coincident,15,0.02,2,7,6.46
9,protosomites,15,0.02,2,1,6.46
10,concerning,23,0.03,3,11,6.43
11,curious,16,0.02,2,13,6.37
12,spite,50,0.08,6,19,6.31
13,refers,17,0.03,2,9,6.28
14,strengthened,17,0.03,2,6,6.28
15,supported,44,0.07,5,27,6.23
16,mind,30,0.05,3,14,6.04
17,matter,137,0.21,12,33,5.85
18,revealed,23,0.03,2,12,5.84
19,accordance,35,0.05,3,11,5.82
20,expression,28,0.04,2,9,5.56

Total tokens in window,397934
Total texts in window,46
