No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,inviting,8,0.00,2,8,9.40
2,gimi,17,0.01,2,0,8.32
3,despite,181,0.07,10,62,7.23
4,emphasizes,39,0.01,2,28,7.12
5,refers,39,0.01,2,17,7.12
6,reflects,74,0.03,3,48,6.78
7,mountain,53,0.02,2,14,6.68
8,said,63,0.02,2,29,6.43
9,allowed,76,0.03,2,46,6.16
10,aim,87,0.03,2,51,5.96
11,highlight,89,0.03,2,41,5.93
12,obvious,95,0.04,2,55,5.83
13,spermatogenesis,96,0.04,2,3,5.82
14,optimal,97,0.04,2,32,5.80
15,certain,177,0.07,3,92,5.52
16,due,365,0.13,5,109,5.21
17,usually,148,0.05,2,70,5.20
18,almost,159,0.06,2,80,5.09
19,despite,181,0.07,2,62,4.90
20,position,192,0.07,2,67,4.82

Total tokens in window,691318
Total texts in window,244
